# sample_index adc_code aperture_ns
2468 2065 2468000000
2469 2064 2469000000
2470 2063 2470000000
2471 2064 2471000000
2472 2064 2472000000
2473 2063 2473000000
2474 2063 2474000000
2475 2062 2475000000
2476 2062 2476000000
2477 2062 2477000000
2478 2062 2478000000
2479 2062 2479000000
2480 2062 2480000000
2481 2063 2481000000
2482 2063 2482000000
2483 2064 2483000000
2484 2064 2484000000
2485 2064 2485000000
2486 2064 2486000000
2487 2061 2487000000
2488 2061 2488000000
2489 2061 2489000000
2490 2062 2490000000
2491 2062 2491000000
2492 2063 2492000000
2493 2064 2493000000
2494 2065 2494000000
2495 2067 2495000000
2496 2068 2496000000
2497 2069 2497000000
2498 2069 2498000000
2499 2067 2499000000
2500 2066 2500000000
2501 2064 2501000000
2502 2063 2502000000
2503 2061 2503000000
2504 2057 2504000000
2505 2057 2505000000
2506 2055 2506000000
2507 2055 2507000000
2508 2053 2508000000
2509 2051 2509000000
2510 2048 2510000000
2511 2046 2511000000
2512 2043 2512000000
2513 2042 2513000000
2514 2041 2514000000
2515 2038 2515000000
2516 2037 2516000000
2517 2036 2517000000
2518 2036 2518000000
2519 2036 2519000000
2520 2035 2520000000
2521 2036 2521000000
2522 2036 2522000000
2523 2036 2523000000
2524 2036 2524000000
2525 2037 2525000000
2526 2036 2526000000
2527 2036 2527000000
2528 2036 2528000000
2529 2035 2529000000
2530 2034 2530000000
2531 2035 2531000000
2532 2035 2532000000
2533 2035 2533000000
2534 2035 2534000000
2535 2035 2535000000
2536 2035 2536000000
2537 2034 2537000000
2538 2035 2538000000
2539 2035 2539000000
2540 2034 2540000000
2541 2034 2541000000
2542 2034 2542000000
2543 2034 2543000000
2544 2033 2544000000
2545 2033 2545000000
2546 2033 2546000000
2547 2033 2547000000
2548 2032 2548000000
2549 2032 2549000000
2550 2032 2550000000
2551 2033 2551000000
2552 2033 2552000000
2553 2033 2553000000
2554 2035 2554000000
2555 2036 2555000000
2556 2036 2556000000
2557 2036 2557000000
2558 2036 2558000000
2559 2035 2559000000
2560 2034 2560000000
2561 2033 2561000000
2562 2034 2562000000
2563 2034 2563000000
2564 2035 2564000000
2565 2032 2565000000
2566 2031 2566000000
2567 2031 2567000000
2568 2032 2568000000
2569 2032 2569000000
2570 2032 2570000000
2571 2032 2571000000
2572 2032 2572000000
2573 2031 2573000000
2574 2032 2574000000
2575 2032 2575000000
2576 2031 2576000000
2577 2030 2577000000
2578 2031 2578000000
2579 2029 2579000000
2580 2028 2580000000
2581 2028 2581000000
2582 2024 2582000000
2583 2023 2583000000
2584 2021 2584000000
2585 2019 2585000000
2586 2019 2586000000
2587 2013 2587000000
2588 2011 2588000000
2589 2008 2589000000
2590 2007 2590000000
2591 2007 2591000000
2592 2004 2592000000
2593 2003 2593000000
2594 2002 2594000000
2595 2001 2595000000
2596 2000 2596000000
2597 2000 2597000000
2598 1995 2598000000
2599 1992 2599000000
2600 1990 2600000000
2601 1984 2601000000
2602 1981 2602000000
2603 1980 2603000000
2604 1981 2604000000
2605 1981 2605000000
2606 1983 2606000000
2607 1988 2607000000
2608 1988 2608000000
2609 1995 2609000000
2610 1999 2610000000
2611 2002 2611000000
2612 2018 2612000000
2613 2025 2613000000
2614 2032 2614000000
2615 2046 2615000000
2616 2053 2616000000
2617 2069 2617000000
2618 2086 2618000000
2619 2094 2619000000
2620 2120 2620000000
2621 2136 2621000000
2622 2142 2622000000
2623 2182 2623000000
2624 2199 2624000000
2625 2205 2625000000
2626 2242 2626000000
2627 2259 2627000000
2628 2272 2628000000
2629 2295 2629000000
2630 2305 2630000000
2631 2320 2631000000
2632 2325 2632000000
2633 2332 2633000000
2634 2333 2634000000
2635 2330 2635000000
2636 2329 2636000000
2637 2296 2637000000
2638 2277 2638000000
2639 2259 2639000000
2640 2206 2640000000
2641 2183 2641000000
2642 2153 2642000000
2643 2108 2643000000
2644 2085 2644000000
2645 2057 2645000000
2646 2037 2646000000
2647 2016 2647000000
2648 2004 2648000000
2649 1997 2649000000
2650 1997 2650000000
2651 1991 2651000000
2652 1991 2652000000
2653 1992 2653000000
2654 1999 2654000000
2655 2005 2655000000
2656 2012 2656000000
2657 2016 2657000000
2658 2023 2658000000
2659 2023 2659000000
2660 2023 2660000000
2661 2034 2661000000
2662 2035 2662000000
2663 2035 2663000000
2664 2032 2664000000
2665 2029 2665000000
2666 2029 2666000000
2667 2023 2667000000
2668 2023 2668000000
2669 2023 2669000000
2670 2018 2670000000
2671 2019 2671000000
2672 2021 2672000000
2673 2022 2673000000
2674 2022 2674000000
2675 2025 2675000000
2676 2026 2676000000
2677 2026 2677000000
2678 2031 2678000000
2679 2031 2679000000
2680 2031 2680000000
2681 2030 2681000000
2682 2030 2682000000
2683 2026 2683000000
2684 2025 2684000000
2685 2025 2685000000
2686 2025 2686000000
2687 2022 2687000000
2688 2022 2688000000
2689 2022 2689000000
2690 2023 2690000000
2691 2025 2691000000
2692 2027 2692000000
2693 2027 2693000000
2694 2027 2694000000
2695 2029 2695000000
2696 2028 2696000000
2697 2028 2697000000
2698 2028 2698000000
2699 2028 2699000000
2700 2028 2700000000
2701 2025 2701000000
2702 2025 2702000000
2703 2023 2703000000
2704 2024 2704000000
2705 2025 2705000000
2706 2025 2706000000
2707 2024 2707000000
2708 2024 2708000000
2709 2024 2709000000
2710 2024 2710000000
2711 2024 2711000000
2712 2027 2712000000
2713 2028 2713000000
2714 2028 2714000000
2715 2028 2715000000
2716 2029 2716000000
2717 2028 2717000000
2718 2027 2718000000
2719 2025 2719000000
2720 2026 2720000000
2721 2027 2721000000
2722 2028 2722000000
2723 2028 2723000000
2724 2028 2724000000
2725 2028 2725000000
2726 2030 2726000000
2727 2030 2727000000
2728 2031 2728000000
2729 2031 2729000000
2730 2031 2730000000
2731 2032 2731000000
2732 2032 2732000000
2733 2031 2733000000
2734 2031 2734000000
2735 2031 2735000000
2736 2029 2736000000
2737 2029 2737000000
2738 2029 2738000000
2739 2028 2739000000
2740 2028 2740000000
2741 2028 2741000000
2742 2028 2742000000
2743 2028 2743000000
2744 2028 2744000000
2745 2030 2745000000
2746 2029 2746000000
2747 2029 2747000000
2748 2029 2748000000
2749 2030 2749000000
2750 2030 2750000000
2751 2030 2751000000
2752 2030 2752000000
2753 2030 2753000000
2754 2030 2754000000
2755 2030 2755000000
2756 2030 2756000000
2757 2031 2757000000
2758 2032 2758000000
2759 2033 2759000000
2760 2033 2760000000
2761 2034 2761000000
2762 2034 2762000000
2763 2034 2763000000
2764 2035 2764000000
2765 2034 2765000000
2766 2033 2766000000
2767 2033 2767000000
2768 2034 2768000000
2769 2034 2769000000
2770 2034 2770000000
2771 2034 2771000000
2772 2034 2772000000
2773 2034 2773000000
2774 2034 2774000000
2775 2035 2775000000
2776 2034 2776000000
2777 2033 2777000000
2778 2034 2778000000
2779 2033 2779000000
2780 2033 2780000000
2781 2033 2781000000
2782 2033 2782000000
2783 2034 2783000000
2784 2035 2784000000
2785 2035 2785000000
2786 2035 2786000000
2787 2036 2787000000
2788 2036 2788000000
2789 2036 2789000000
2790 2036 2790000000
2791 2036 2791000000
2792 2036 2792000000
2793 2035 2793000000
2794 2034 2794000000
2795 2035 2795000000
2796 2034 2796000000
2797 2034 2797000000
2798 2035 2798000000
2799 2035 2799000000
2800 2036 2800000000
2801 2036 2801000000
2802 2036 2802000000
2803 2034 2803000000
2804 2037 2804000000
2805 2038 2805000000
2806 2038 2806000000
2807 2037 2807000000
2808 2036 2808000000
2809 2036 2809000000
2810 2035 2810000000
2811 2035 2811000000
2812 2035 2812000000
2813 2035 2813000000
2814 2036 2814000000
2815 2038 2815000000
2816 2038 2816000000
2817 2038 2817000000
2818 2038 2818000000
2819 2038 2819000000
2820 2036 2820000000
2821 2036 2821000000
2822 2036 2822000000
2823 2036 2823000000
2824 2036 2824000000
2825 2036 2825000000
2826 2035 2826000000
2827 2035 2827000000
2828 2036 2828000000
2829 2037 2829000000
2830 2038 2830000000
2831 2039 2831000000
2832 2040 2832000000
2833 2040 2833000000
2834 2039 2834000000
2835 2039 2835000000
2836 2039 2836000000
2837 2039 2837000000
2838 2038 2838000000
2839 2038 2839000000
2840 2038 2840000000
2841 2038 2841000000
2842 2039 2842000000
2843 2039 2843000000
2844 2038 2844000000
2845 2039 2845000000
2846 2038 2846000000
2847 2037 2847000000
2848 2037 2848000000
2849 2037 2849000000
2850 2037 2850000000
2851 2039 2851000000
2852 2040 2852000000
2853 2040 2853000000
2854 2039 2854000000
2855 2039 2855000000
2856 2039 2856000000
2857 2038 2857000000
2858 2039 2858000000
2859 2038 2859000000
2860 2038 2860000000
2861 2038 2861000000
2862 2038 2862000000
2863 2038 2863000000
2864 2038 2864000000
2865 2038 2865000000
2866 2037 2866000000
2867 2037 2867000000
2868 2038 2868000000
2869 2038 2869000000
2870 2038 2870000000
2871 2039 2871000000
2872 2040 2872000000
2873 2038 2873000000
2874 2037 2874000000
2875 2037 2875000000
2876 2037 2876000000
2877 2037 2877000000
2878 2040 2878000000
2879 2039 2879000000
2880 2039 2880000000
2881 2039 2881000000
2882 2040 2882000000
2883 2041 2883000000
2884 2041 2884000000
2885 2039 2885000000
2886 2039 2886000000
2887 2040 2887000000
2888 2040 2888000000
2889 2041 2889000000
2890 2040 2890000000
2891 2040 2891000000
2892 2041 2892000000
2893 2039 2893000000
2894 2039 2894000000
2895 2040 2895000000
2896 2039 2896000000
2897 2038 2897000000
2898 2039 2898000000
2899 2039 2899000000
2900 2039 2900000000
2901 2039 2901000000
2902 2039 2902000000
2903 2037 2903000000
2904 2038 2904000000
2905 2039 2905000000
2906 2039 2906000000
2907 2039 2907000000
2908 2039 2908000000
2909 2042 2909000000
2910 2042 2910000000
2911 2042 2911000000
2912 2043 2912000000
2913 2043 2913000000
2914 2043 2914000000
2915 2045 2915000000
2916 2047 2916000000
2917 2047 2917000000
2918 2049 2918000000
2919 2049 2919000000
2920 2050 2920000000
2921 2051 2921000000
2922 2051 2922000000
2923 2051 2923000000
2924 2051 2924000000
2925 2051 2925000000
2926 2054 2926000000
2927 2054 2927000000
2928 2055 2928000000
2929 2055 2929000000
2930 2055 2930000000
2931 2056 2931000000
2932 2057 2932000000
2933 2057 2933000000
2934 2057 2934000000
2935 2058 2935000000
2936 2059 2936000000
2937 2058 2937000000
2938 2059 2938000000
2939 2060 2939000000
2940 2058 2940000000
2941 2058 2941000000
2942 2058 2942000000
2943 2060 2943000000
2944 2060 2944000000
2945 2062 2945000000
2946 2063 2946000000
2947 2063 2947000000
2948 2064 2948000000
2949 2064 2949000000
2950 2064 2950000000
2951 2063 2951000000
2952 2063 2952000000
2953 2062 2953000000
2954 2063 2954000000
2955 2064 2955000000
2956 2064 2956000000
2957 2062 2957000000
2958 2062 2958000000
2959 2062 2959000000
2960 2062 2960000000
2961 2062 2961000000
2962 2062 2962000000
2963 2062 2963000000
2964 2062 2964000000
2965 2062 2965000000
2966 2060 2966000000
2967 2060 2967000000
2968 2060 2968000000
2969 2060 2969000000
2970 2059 2970000000
2971 2060 2971000000
2972 2060 2972000000
2973 2060 2973000000
2974 2059 2974000000
2975 2059 2975000000
2976 2059 2976000000
2977 2059 2977000000
2978 2060 2978000000
2979 2059 2979000000
2980 2058 2980000000
2981 2058 2981000000
2982 2059 2982000000
2983 2059 2983000000
2984 2060 2984000000
2985 2060 2985000000
2986 2060 2986000000
2987 2059 2987000000
2988 2059 2988000000
2989 2059 2989000000
2990 2059 2990000000
2991 2061 2991000000
2992 2061 2992000000
2993 2060 2993000000
2994 2059 2994000000
2995 2060 2995000000
2996 2059 2996000000
2997 2058 2997000000
2998 2059 2998000000
2999 2059 2999000000
3000 2058 3000000000
3001 2058 3001000000
3002 2058 3002000000
3003 2058 3003000000
3004 2058 3004000000
3005 2058 3005000000
3006 2055 3006000000
3007 2056 3007000000
3008 2058 3008000000
3009 2058 3009000000
3010 2057 3010000000
3011 2057 3011000000
3012 2057 3012000000
3013 2057 3013000000
3014 2057 3014000000
3015 2058 3015000000
3016 2058 3016000000
3017 2057 3017000000
3018 2057 3018000000
3019 2057 3019000000
3020 2056 3020000000
3021 2055 3021000000
3022 2054 3022000000
3023 2054 3023000000
3024 2054 3024000000
3025 2054 3025000000
3026 2053 3026000000
3027 2053 3027000000
3028 2053 3028000000
3029 2054 3029000000
3030 2054 3030000000
3031 2055 3031000000
3032 2055 3032000000
3033 2053 3033000000
3034 2053 3034000000
3035 2055 3035000000
3036 2055 3036000000
3037 2055 3037000000
3038 2054 3038000000
3039 2054 3039000000
3040 2053 3040000000
3041 2052 3041000000
3042 2052 3042000000
3043 2051 3043000000
3044 2050 3044000000
3045 2050 3045000000
3046 2049 3046000000
3047 2048 3047000000
3048 2049 3048000000
3049 2049 3049000000
3050 2049 3050000000
3051 2049 3051000000
3052 2049 3052000000
3053 2049 3053000000
3054 2049 3054000000
3055 2048 3055000000
3056 2048 3056000000
3057 2049 3057000000
3058 2049 3058000000
3059 2051 3059000000
3060 2050 3060000000
3061 2050 3061000000
3062 2050 3062000000
3063 2050 3063000000
3064 2049 3064000000
3065 2049 3065000000
3066 2049 3066000000
3067 2049 3067000000
3068 2050 3068000000
3069 2050 3069000000
3070 2050 3070000000
3071 2049 3071000000
3072 2048 3072000000
3073 2048 3073000000
3074 2048 3074000000
3075 2049 3075000000
3076 2049 3076000000
3077 2049 3077000000
3078 2049 3078000000
3079 2048 3079000000
3080 2047 3080000000
3081 2047 3081000000
3082 2047 3082000000
3083 2047 3083000000
3084 2046 3084000000
3085 2046 3085000000
3086 2046 3086000000
3087 2045 3087000000
3088 2045 3088000000
3089 2045 3089000000
3090 2045 3090000000
3091 2045 3091000000
3092 2046 3092000000
3093 2045 3093000000
3094 2045 3094000000
3095 2045 3095000000
3096 2045 3096000000
3097 2045 3097000000
3098 2045 3098000000
3099 2045 3099000000
3100 2045 3100000000
3101 2045 3101000000
3102 2045 3102000000
3103 2044 3103000000
3104 2044 3104000000
3105 2044 3105000000
3106 2044 3106000000
3107 2044 3107000000
3108 2044 3108000000
3109 2046 3109000000
3110 2046 3110000000
3111 2048 3111000000
3112 2048 3112000000
3113 2048 3113000000
3114 2048 3114000000
3115 2048 3115000000
3116 2047 3116000000
3117 2046 3117000000
3118 2046 3118000000
3119 2046 3119000000
3120 2047 3120000000
3121 2048 3121000000
3122 2049 3122000000
3123 2046 3123000000
3124 2045 3124000000
3125 2045 3125000000
3126 2045 3126000000
3127 2045 3127000000
3128 2046 3128000000
3129 2045 3129000000
3130 2045 3130000000
3131 2044 3131000000
3132 2042 3132000000
3133 2042 3133000000
3134 2041 3134000000
3135 2041 3135000000
3136 2041 3136000000
3137 2041 3137000000
3138 2042 3138000000
3139 2042 3139000000
3140 2042 3140000000
3141 2042 3141000000
3142 2043 3142000000
3143 2042 3143000000
3144 2042 3144000000
3145 2043 3145000000
3146 2043 3146000000
3147 2043 3147000000
3148 2043 3148000000
3149 2045 3149000000
3150 2045 3150000000
3151 2045 3151000000
3152 2046 3152000000
3153 2046 3153000000
3154 2045 3154000000
3155 2045 3155000000
3156 2044 3156000000
3157 2044 3157000000
3158 2043 3158000000
3159 2043 3159000000
3160 2043 3160000000
3161 2044 3161000000
3162 2042 3162000000
3163 2040 3163000000
3164 2038 3164000000
3165 2041 3165000000
3166 2042 3166000000
3167 2042 3167000000
3168 2042 3168000000
3169 2042 3169000000
3170 2041 3170000000
3171 2042 3171000000
3172 2042 3172000000
3173 2042 3173000000
3174 2042 3174000000
3175 2042 3175000000
3176 2043 3176000000
3177 2043 3177000000
3178 2044 3178000000
3179 2044 3179000000
3180 2044 3180000000
3181 2045 3181000000
3182 2046 3182000000
3183 2046 3183000000
3184 2047 3184000000
3185 2048 3185000000
3186 2048 3186000000
3187 2048 3187000000
3188 2047 3188000000
3189 2046 3189000000
3190 2046 3190000000
3191 2046 3191000000
3192 2046 3192000000
3193 2046 3193000000
3194 2048 3194000000
3195 2048 3195000000
3196 2048 3196000000
3197 2048 3197000000
3198 2049 3198000000
3199 2049 3199000000
3200 2049 3200000000
3201 2050 3201000000
3202 2050 3202000000
3203 2051 3203000000
3204 2052 3204000000
3205 2054 3205000000
3206 2055 3206000000
3207 2055 3207000000
3208 2055 3208000000
3209 2056 3209000000
3210 2056 3210000000
3211 2056 3211000000
3212 2057 3212000000
3213 2057 3213000000
3214 2057 3214000000
3215 2059 3215000000
3216 2060 3216000000
3217 2060 3217000000
3218 2060 3218000000
3219 2060 3219000000
3220 2059 3220000000
3221 2059 3221000000
3222 2059 3222000000
3223 2059 3223000000
3224 2059 3224000000
3225 2059 3225000000
3226 2061 3226000000
3227 2061 3227000000
3228 2062 3228000000
3229 2063 3229000000
3230 2064 3230000000
3231 2064 3231000000
3232 2064 3232000000
3233 2064 3233000000
3234 2065 3234000000
3235 2065 3235000000
3236 2066 3236000000
3237 2068 3237000000
3238 2069 3238000000
3239 2069 3239000000
3240 2067 3240000000
3241 2067 3241000000
3242 2067 3242000000
3243 2069 3243000000
3244 2069 3244000000
3245 2069 3245000000
3246 2068 3246000000
3247 2068 3247000000
3248 2067 3248000000
3249 2067 3249000000
3250 2067 3250000000
3251 2067 3251000000
3252 2067 3252000000
3253 2066 3253000000
3254 2067 3254000000
3255 2067 3255000000
3256 2066 3256000000
3257 2065 3257000000
3258 2064 3258000000
3259 2063 3259000000
3260 2063 3260000000
3261 2063 3261000000
3262 2064 3262000000
3263 2064 3263000000
3264 2065 3264000000
3265 2065 3265000000
3266 2065 3266000000
3267 2063 3267000000
3268 2062 3268000000
3269 2060 3269000000
3270 2060 3270000000
3271 2060 3271000000
3272 2060 3272000000
3273 2059 3273000000
3274 2058 3274000000
3275 2058 3275000000
3276 2060 3276000000
3277 2062 3277000000
3278 2064 3278000000
3279 2064 3279000000
3280 2065 3280000000
3281 2065 3281000000
3282 2065 3282000000
3283 2065 3283000000
3284 2063 3284000000
3285 2061 3285000000
3286 2061 3286000000
3287 2060 3287000000
3288 2059 3288000000
3289 2058 3289000000
3290 2056 3290000000
3291 2055 3291000000
3292 2054 3292000000
3293 2051 3293000000
3294 2051 3294000000
3295 2049 3295000000
3296 2047 3296000000
3297 2047 3297000000
3298 2045 3298000000
3299 2044 3299000000
3300 2044 3300000000
3301 2042 3301000000
3302 2041 3302000000
3303 2041 3303000000
3304 2043 3304000000
3305 2043 3305000000
3306 2044 3306000000
3307 2044 3307000000
3308 2043 3308000000
3309 2042 3309000000
3310 2042 3310000000
3311 2042 3311000000
3312 2040 3312000000
3313 2039 3313000000
3314 2038 3314000000
3315 2039 3315000000
3316 2040 3316000000
3317 2040 3317000000
3318 2041 3318000000
3319 2041 3319000000
3320 2041 3320000000
3321 2041 3321000000
3322 2041 3322000000
3323 2041 3323000000
3324 2041 3324000000
3325 2041 3325000000
3326 2040 3326000000
3327 2039 3327000000
3328 2039 3328000000
3329 2039 3329000000
3330 2039 3330000000
3331 2038 3331000000
3332 2037 3332000000
3333 2036 3333000000
3334 2035 3334000000
3335 2035 3335000000
3336 2035 3336000000
3337 2034 3337000000
3338 2034 3338000000
3339 2034 3339000000
3340 2034 3340000000
3341 2034 3341000000
3342 2036 3342000000
3343 2034 3343000000
3344 2034 3344000000
3345 2034 3345000000
3346 2035 3346000000
3347 2036 3347000000
3348 2036 3348000000
3349 2036 3349000000
3350 2036 3350000000
3351 2036 3351000000
3352 2036 3352000000
3353 2036 3353000000
3354 2035 3354000000
3355 2035 3355000000
3356 2035 3356000000
3357 2036 3357000000
3358 2037 3358000000
3359 2037 3359000000
3360 2037 3360000000
3361 2036 3361000000
3362 2036 3362000000
3363 2035 3363000000
3364 2035 3364000000
3365 2037 3365000000
3366 2038 3366000000
3367 2038 3367000000
3368 2038 3368000000
3369 2038 3369000000
3370 2038 3370000000
3371 2039 3371000000
3372 2039 3372000000
3373 2039 3373000000
3374 2039 3374000000
3375 2039 3375000000
3376 2038 3376000000
3377 2038 3377000000
3378 2038 3378000000
3379 2036 3379000000
3380 2036 3380000000
3381 2035 3381000000
3382 2034 3382000000
3383 2033 3383000000
3384 2030 3384000000
3385 2027 3385000000
3386 2024 3386000000
3387 2022 3387000000
3388 2021 3388000000
3389 2019 3389000000
3390 2014 3390000000
3391 2011 3391000000
3392 2009 3392000000
3393 2005 3393000000
3394 2005 3394000000
3395 2002 3395000000
3396 1996 3396000000
3397 1996 3397000000
3398 1994 3398000000
3399 1994 3399000000
3400 1994 3400000000
3401 2004 3401000000
3402 2007 3402000000
3403 2012 3403000000
3404 2022 3404000000
3405 2028 3405000000
3406 2039 3406000000
3407 2053 3407000000
3408 2059 3408000000
3409 2080 3409000000
3410 2090 3410000000
3411 2098 3411000000
3412 2140 3412000000
3413 2152 3413000000
3414 2167 3414000000
3415 2207 3415000000
3416 2220 3416000000
3417 2238 3417000000
3418 2270 3418000000
3419 2278 3419000000
3420 2294 3420000000
3421 2303 3421000000
3422 2310 3422000000
3423 2315 3423000000
3424 2315 3424000000
3425 2318 3425000000
3426 2290 3426000000
3427 2280 3427000000
3428 2266 3428000000
3429 2218 3429000000
3430 2199 3430000000
3431 2172 3431000000
3432 2130 3432000000
3433 2109 3433000000
3434 2083 3434000000
3435 2051 3435000000
3436 2039 3436000000
3437 2017 3437000000
3438 2007 3438000000
3439 1991 3439000000
3440 1991 3440000000
3441 1987 3441000000
3442 1986 3442000000
3443 1986 3443000000
3444 1993 3444000000
3445 2001 3445000000
3446 2011 3446000000
3447 2011 3447000000
3448 2020 3448000000
3449 2023 3449000000
3450 2027 3450000000
3451 2029 3451000000
3452 2030 3452000000
3453 2030 3453000000
3454 2028 3454000000
3455 2028 3455000000
3456 2021 3456000000
3457 2019 3457000000
3458 2017 3458000000
3459 2015 3459000000
3460 2015 3460000000
3461 2015 3461000000
3462 2015 3462000000
3463 2015 3463000000
3464 2015 3464000000
3465 2019 3465000000
3466 2020 3466000000
3467 2021 3467000000
3468 2023 3468000000
3469 2024 3469000000
3470 2023 3470000000
3471 2023 3471000000
3472 2022 3472000000
3473 2020 3473000000
3474 2018 3474000000
3475 2017 3475000000
3476 2017 3476000000
3477 2017 3477000000
3478 2020 3478000000
3479 2019 3479000000
3480 2019 3480000000
3481 2022 3481000000
3482 2024 3482000000
3483 2024 3483000000
3484 2027 3484000000
3485 2027 3485000000
3486 2027 3486000000
3487 2027 3487000000
3488 2027 3488000000
3489 2024 3489000000
3490 2023 3490000000
3491 2023 3491000000
3492 2023 3492000000
3493 2023 3493000000
3494 2024 3494000000
3495 2024 3495000000
3496 2024 3496000000
3497 2024 3497000000
3498 2027 3498000000
3499 2027 3499000000
3500 2027 3500000000
3501 2028 3501000000
3502 2028 3502000000
3503 2028 3503000000
3504 2026 3504000000
3505 2026 3505000000
3506 2026 3506000000
3507 2026 3507000000
3508 2026 3508000000
3509 2025 3509000000
3510 2025 3510000000
3511 2025 3511000000
3512 2023 3512000000
3513 2022 3513000000
3514 2021 3514000000
3515 2024 3515000000
3516 2024 3516000000
3517 2024 3517000000
3518 2025 3518000000
3519 2025 3519000000
3520 2024 3520000000
3521 2024 3521000000
3522 2024 3522000000
3523 2024 3523000000
3524 2024 3524000000
3525 2024 3525000000
3526 2025 3526000000
3527 2025 3527000000
3528 2026 3528000000
3529 2024 3529000000
3530 2023 3530000000
3531 2023 3531000000
3532 2024 3532000000
3533 2024 3533000000
3534 2025 3534000000
3535 2025 3535000000
3536 2025 3536000000
3537 2025 3537000000
3538 2024 3538000000
3539 2024 3539000000
3540 2024 3540000000
3541 2024 3541000000
3542 2024 3542000000
3543 2024 3543000000
3544 2024 3544000000
3545 2026 3545000000
3546 2026 3546000000
3547 2026 3547000000
3548 2026 3548000000
3549 2027 3549000000
3550 2027 3550000000
3551 2024 3551000000
3552 2024 3552000000
3553 2023 3553000000
3554 2023 3554000000
3555 2024 3555000000
3556 2025 3556000000
3557 2025 3557000000
3558 2025 3558000000
3559 2025 3559000000
3560 2025 3560000000
3561 2025 3561000000
3562 2025 3562000000
3563 2025 3563000000
3564 2025 3564000000
3565 2026 3565000000
3566 2026 3566000000
3567 2026 3567000000
3568 2027 3568000000
3569 2027 3569000000
3570 2027 3570000000
3571 2028 3571000000
3572 2028 3572000000
3573 2028 3573000000
3574 2028 3574000000
3575 2029 3575000000
3576 2029 3576000000
3577 2029 3577000000
3578 2031 3578000000
3579 2031 3579000000
3580 2031 3580000000
3581 2031 3581000000
3582 2031 3582000000
3583 2032 3583000000
3584 2032 3584000000
3585 2032 3585000000
3586 2031 3586000000
3587 2030 3587000000
3588 2029 3588000000
3589 2028 3589000000
3590 2028 3590000000
3591 2028 3591000000
3592 2028 3592000000
3593 2027 3593000000
3594 2026 3594000000
3595 2025 3595000000
3596 2024 3596000000
3597 2024 3597000000
3598 2026 3598000000
3599 2027 3599000000
3600 2027 3600000000
3601 2028 3601000000
3602 2028 3602000000
3603 2028 3603000000
3604 2029 3604000000
3605 2029 3605000000
3606 2030 3606000000
3607 2030 3607000000
3608 2031 3608000000
3609 2030 3609000000
3610 2029 3610000000
3611 2029 3611000000
3612 2030 3612000000
3613 2032 3613000000
3614 2032 3614000000
3615 2032 3615000000
3616 2032 3616000000
3617 2031 3617000000
3618 2031 3618000000
3619 2031 3619000000
3620 2030 3620000000
3621 2030 3621000000
3622 2030 3622000000
3623 2030 3623000000
3624 2030 3624000000
3625 2030 3625000000
3626 2032 3626000000
3627 2031 3627000000
3628 2032 3628000000
3629 2031 3629000000
3630 2030 3630000000
3631 2030 3631000000
3632 2030 3632000000
3633 2030 3633000000
3634 2030 3634000000
3635 2031 3635000000
3636 2031 3636000000
3637 2031 3637000000
3638 2031 3638000000
3639 2031 3639000000
3640 2031 3640000000
3641 2031 3641000000
3642 2031 3642000000
3643 2031 3643000000
3644 2031 3644000000
3645 2032 3645000000
3646 2030 3646000000
3647 2030 3647000000
3648 2030 3648000000
3649 2029 3649000000
3650 2029 3650000000
3651 2029 3651000000
3652 2029 3652000000
3653 2026 3653000000
3654 2026 3654000000
3655 2026 3655000000
3656 2026 3656000000
3657 2026 3657000000
3658 2026 3658000000
3659 2024 3659000000
3660 2023 3660000000
3661 2023 3661000000
3662 2024 3662000000
3663 2024 3663000000
3664 2025 3664000000
3665 2025 3665000000
3666 2025 3666000000
3667 2023 3667000000
3668 2025 3668000000
3669 2025 3669000000
3670 2023 3670000000
3671 2022 3671000000
3672 2022 3672000000
3673 2019 3673000000
3674 2018 3674000000
3675 2018 3675000000
3676 2020 3676000000
3677 2020 3677000000
3678 2022 3678000000
3679 2022 3679000000
3680 2022 3680000000
3681 2022 3681000000
3682 2024 3682000000
3683 2025 3683000000
3684 2025 3684000000
3685 2025 3685000000
3686 2025 3686000000
3687 2026 3687000000
3688 2026 3688000000
3689 2028 3689000000
3690 2028 3690000000
3691 2028 3691000000
3692 2028 3692000000
3693 2027 3693000000
3694 2027 3694000000
3695 2027 3695000000
3696 2027 3696000000
3697 2027 3697000000
3698 2026 3698000000
3699 2026 3699000000
3700 2026 3700000000
3701 2026 3701000000
3702 2027 3702000000
3703 2027 3703000000
3704 2028 3704000000
3705 2028 3705000000
3706 2029 3706000000
3707 2030 3707000000
3708 2032 3708000000
3709 2032 3709000000
3710 2032 3710000000
3711 2032 3711000000
3712 2033 3712000000
3713 2033 3713000000
3714 2034 3714000000
3715 2036 3715000000
3716 2036 3716000000
3717 2037 3717000000
3718 2038 3718000000
3719 2040 3719000000
3720 2040 3720000000
3721 2040 3721000000
3722 2040 3722000000
3723 2042 3723000000
3724 2042 3724000000
3725 2042 3725000000
3726 2042 3726000000
3727 2042 3727000000
3728 2047 3728000000
3729 2047 3729000000
3730 2048 3730000000
3731 2049 3731000000
3732 2050 3732000000
3733 2051 3733000000
3734 2052 3734000000
3735 2053 3735000000
3736 2053 3736000000
3737 2053 3737000000
3738 2054 3738000000
