# sample_index adc_code aperture_ns
1126 2013 1126000000
1127 2013 1127000000
1128 2014 1128000000
1129 2012 1129000000
1130 2012 1130000000
1131 2012 1131000000
1132 2012 1132000000
1133 2012 1133000000
1134 2012 1134000000
1135 2012 1135000000
1136 2012 1136000000
1137 2013 1137000000
1138 2013 1138000000
1139 2014 1139000000
1140 2014 1140000000
1141 2014 1141000000
1142 2014 1142000000
1143 2013 1143000000
1144 2013 1144000000
1145 2014 1145000000
1146 2014 1146000000
1147 2014 1147000000
1148 2014 1148000000
1149 2013 1149000000
1150 2013 1150000000
1151 2014 1151000000
1152 2014 1152000000
1153 2014 1153000000
1154 2013 1154000000
1155 2012 1155000000
1156 2011 1156000000
1157 2011 1157000000
1158 2011 1158000000
1159 2012 1159000000
1160 2012 1160000000
1161 2012 1161000000
1162 2012 1162000000
1163 2012 1163000000
1164 2013 1164000000
1165 2014 1165000000
1166 2014 1166000000
1167 2014 1167000000
1168 2015 1168000000
1169 2016 1169000000
1170 2016 1170000000
1171 2015 1171000000
1172 2015 1172000000
1173 2015 1173000000
1174 2015 1174000000
1175 2015 1175000000
1176 2018 1176000000
1177 2018 1177000000
1178 2019 1178000000
1179 2017 1179000000
1180 2017 1180000000
1181 2017 1181000000
1182 2017 1182000000
1183 2017 1183000000
1184 2017 1184000000
1185 2020 1185000000
1186 2020 1186000000
1187 2019 1187000000
1188 2019 1188000000
1189 2019 1189000000
1190 2019 1190000000
1191 2019 1191000000
1192 2019 1192000000
1193 2019 1193000000
1194 2019 1194000000
1195 2021 1195000000
1196 2018 1196000000
1197 2018 1197000000
1198 2018 1198000000
1199 2018 1199000000
1200 2018 1200000000
1201 2020 1201000000
1202 2020 1202000000
1203 2020 1203000000
1204 2020 1204000000
1205 2020 1205000000
1206 2020 1206000000
1207 2022 1207000000
1208 2022 1208000000
1209 2022 1209000000
1210 2021 1210000000
1211 2021 1211000000
1212 2022 1212000000
1213 2022 1213000000
1214 2023 1214000000
1215 2022 1215000000
1216 2021 1216000000
1217 2020 1217000000
1218 2021 1218000000
1219 2021 1219000000
1220 2021 1220000000
1221 2021 1221000000
1222 2021 1222000000
1223 2021 1223000000
1224 2021 1224000000
1225 2021 1225000000
1226 2021 1226000000
1227 2022 1227000000
1228 2024 1228000000
1229 2022 1229000000
1230 2021 1230000000
1231 2022 1231000000
1232 2021 1232000000
1233 2021 1233000000
1234 2020 1234000000
1235 2020 1235000000
1236 2020 1236000000
1237 2020 1237000000
1238 2020 1238000000
1239 2020 1239000000
1240 2020 1240000000
1241 2020 1241000000
1242 2020 1242000000
1243 2019 1243000000
1244 2019 1244000000
1245 2020 1245000000
1246 2019 1246000000
1247 2020 1247000000
1248 2020 1248000000
1249 2020 1249000000
1250 2020 1250000000
1251 2020 1251000000
1252 2020 1252000000
1253 2019 1253000000
1254 2020 1254000000
1255 2019 1255000000
1256 2019 1256000000
1257 2018 1257000000
1258 2017 1258000000
1259 2017 1259000000
1260 2016 1260000000
1261 2016 1261000000
1262 2017 1262000000
1263 2017 1263000000
1264 2020 1264000000
1265 2019 1265000000
1266 2018 1266000000
1267 2018 1267000000
1268 2018 1268000000
1269 2018 1269000000
1270 2018 1270000000
1271 2017 1271000000
1272 2017 1272000000
1273 2016 1273000000
1274 2017 1274000000
1275 2018 1275000000
1276 2017 1276000000
1277 2017 1277000000
1278 2017 1278000000
1279 2015 1279000000
1280 2014 1280000000
1281 2015 1281000000
1282 2015 1282000000
1283 2015 1283000000
1284 2014 1284000000
1285 2015 1285000000
1286 2014 1286000000
1287 2015 1287000000
1288 2016 1288000000
1289 2016 1289000000
1290 2015 1290000000
1291 2014 1291000000
1292 2013 1292000000
1293 2013 1293000000
1294 2013 1294000000
1295 2014 1295000000
1296 2014 1296000000
1297 2014 1297000000
1298 2014 1298000000
1299 2013 1299000000
1300 2013 1300000000
1301 2013 1301000000
1302 2013 1302000000
1303 2013 1303000000
1304 2013 1304000000
1305 2013 1305000000
1306 2013 1306000000
1307 2013 1307000000
1308 2013 1308000000
1309 2014 1309000000
1310 2013 1310000000
1311 2013 1311000000
1312 2013 1312000000
1313 2013 1313000000
1314 2013 1314000000
1315 2013 1315000000
1316 2013 1316000000
1317 2013 1317000000
1318 2015 1318000000
1319 2015 1319000000
1320 2015 1320000000
1321 2015 1321000000
1322 2015 1322000000
1323 2015 1323000000
1324 2015 1324000000
1325 2015 1325000000
1326 2016 1326000000
1327 2018 1327000000
1328 2019 1328000000
1329 2020 1329000000
1330 2022 1330000000
1331 2022 1331000000
1332 2022 1332000000
1333 2022 1333000000
1334 2025 1334000000
1335 2026 1335000000
1336 2028 1336000000
1337 2028 1337000000
1338 2029 1338000000
1339 2030 1339000000
1340 2032 1340000000
1341 2034 1341000000
1342 2035 1342000000
1343 2035 1343000000
1344 2035 1344000000
1345 2038 1345000000
1346 2039 1346000000
1347 2041 1347000000
1348 2042 1348000000
1349 2042 1349000000
1350 2042 1350000000
1351 2044 1351000000
1352 2046 1352000000
1353 2046 1353000000
1354 2048 1354000000
1355 2048 1355000000
1356 2047 1356000000
1357 2049 1357000000
1358 2049 1358000000
1359 2049 1359000000
1360 2049 1360000000
1361 2049 1361000000
1362 2050 1362000000
1363 2050 1363000000
1364 2050 1364000000
1365 2050 1365000000
1366 2050 1366000000
1367 2051 1367000000
1368 2051 1368000000
1369 2052 1369000000
1370 2051 1370000000
1371 2052 1371000000
1372 2052 1372000000
1373 2051 1373000000
1374 2052 1374000000
1375 2052 1375000000
1376 2053 1376000000
1377 2053 1377000000
1378 2055 1378000000
1379 2053 1379000000
1380 2052 1380000000
1381 2052 1381000000
1382 2053 1382000000
1383 2053 1383000000
1384 2053 1384000000
1385 2054 1385000000
1386 2053 1386000000
1387 2053 1387000000
1388 2053 1388000000
1389 2053 1389000000
1390 2053 1390000000
1391 2052 1391000000
1392 2052 1392000000
1393 2053 1393000000
1394 2054 1394000000
1395 2054 1395000000
1396 2052 1396000000
1397 2052 1397000000
1398 2052 1398000000
1399 2051 1399000000
1400 2051 1400000000
1401 2053 1401000000
1402 2055 1402000000
1403 2054 1403000000
1404 2054 1404000000
1405 2054 1405000000
1406 2051 1406000000
1407 2051 1407000000
1408 2051 1408000000
1409 2051 1409000000
1410 2051 1410000000
1411 2054 1411000000
1412 2052 1412000000
1413 2052 1413000000
1414 2052 1414000000
1415 2052 1415000000
1416 2052 1416000000
1417 2052 1417000000
1418 2053 1418000000
1419 2054 1419000000
1420 2053 1420000000
1421 2053 1421000000
1422 2053 1422000000
1423 2051 1423000000
1424 2050 1424000000
1425 2049 1425000000
1426 2051 1426000000
1427 2051 1427000000
1428 2053 1428000000
1429 2052 1429000000
1430 2052 1430000000
1431 2052 1431000000
1432 2052 1432000000
1433 2053 1433000000
1434 2053 1434000000
1435 2053 1435000000
1436 2053 1436000000
1437 2053 1437000000
1438 2054 1438000000
1439 2054 1439000000
1440 2054 1440000000
1441 2054 1441000000
1442 2054 1442000000
1443 2053 1443000000
1444 2053 1444000000
1445 2053 1445000000
1446 2053 1446000000
